partido_id,fecha,torneo,equipo,rival,goles,es_local,neutral,peso,elo_equipo,elo_rival,elo_diff,equipo_id,rival_id
5847,2023-03-28,UEFA Euro qualification,Turkey,Croatia,0,1,FALSE,0.16199302452422265,1786.07615644127,2008.5825778306898,-0.5562660534735494,465,477
5847,2023-03-28,UEFA Euro qualification,Croatia,Turkey,2,0,FALSE,0.16199302452422265,2008.5825778306898,1786.07615644127,0.5562660534735494,477,465
5848,2023-03-28,UEFA Euro qualification,Switzerland,Israel,3,1,FALSE,0.16199302452422265,1959.0361262883,1667.009448679371,0.7300666940223226,475,NA
5848,2023-03-28,UEFA Euro qualification,Israel,Switzerland,0,0,FALSE,0.16199302452422265,1667.009448679371,1959.0361262883,-0.7300666940223226,NA,475
5849,2023-03-28,CONCACAF Nations League,Costa Rica,Panama,0,1,FALSE,0.1079953496828151,1861.192815170104,1778.1793764090094,0.20753359690273668,NA,2659
5849,2023-03-28,CONCACAF Nations League,Panama,Costa Rica,1,0,FALSE,0.1079953496828151,1778.1793764090094,1861.192815170104,-0.20753359690273668,2659,NA
5850,2023-03-28,CONCACAF Nations League,Canada,Honduras,4,1,FALSE,0.1079953496828151,1843.4028950940656,1615.5790447295904,0.569559625911188,206,NA
5850,2023-03-28,CONCACAF Nations League,Honduras,Canada,1,0,FALSE,0.1079953496828151,1615.5790447295904,1843.4028950940656,-0.569559625911188,NA,206
5851,2023-03-28,CONCACAF Nations League,Haiti,Bermuda,3,0,TRUE,0.1079953496828151,1726.4103601361696,1367.8011335958656,0.8965230663507601,2654,NA
5851,2023-03-28,CONCACAF Nations League,Bermuda,Haiti,1,0,TRUE,0.1079953496828151,1367.8011335958656,1726.4103601361696,-0.8965230663507601,NA,2654
5852,2023-04-19,Friendly,United States,Mexico,1,1,FALSE,0.05630141799922059,1909.824705675008,1904.2019372358427,0.01405692109791346,660,203
5852,2023-04-19,Friendly,Mexico,United States,1,0,FALSE,0.05630141799922059,1904.2019372358427,1909.824705675008,-0.01405692109791346,203,660
5853,2023-06-07,Friendly,Mexico,Guatemala,2,1,FALSE,0.06179190423902638,1907.1516878040438,1639.8000257838873,0.6683791550503912,203,NA
5853,2023-06-07,Friendly,Guatemala,Mexico,0,0,FALSE,0.06179190423902638,1639.8000257838873,1907.1516878040438,-0.6683791550503912,NA,203
5854,2023-06-10,Friendly,Mexico,Cameroon,2,0,TRUE,0.062144943599130795,1910.3821304505002,1722.7343005731427,0.4691195746933937,203,NA
5854,2023-06-10,Friendly,Cameroon,Mexico,2,0,TRUE,0.062144943599130795,1722.7343005731427,1910.3821304505002,-0.4691195746933937,NA,203
5855,2023-06-10,Friendly,Panama,Nicaragua,3,1,FALSE,0.062144943599130795,1815.2517940747268,1469.9189959877588,0.8633319952174202,2659,NA
5855,2023-06-10,Friendly,Nicaragua,Panama,2,0,FALSE,0.062144943599130795,1469.9189959877588,1815.2517940747268,-0.8633319952174202,NA,2659
5856,2023-06-11,CAFA Nations Cup,Uzbekistan,Oman,3,1,FALSE,0.12452614209874736,1710.1427534243483,1717.6294504640196,-0.018716742599178247,2570,NA
5856,2023-06-11,CAFA Nations Cup,Oman,Uzbekistan,0,0,FALSE,0.12452614209874736,1717.6294504640196,1710.1427534243483,0.018716742599178247,NA,2570
5857,2023-06-12,Friendly,Germany,Ukraine,3,1,FALSE,0.06238142304072468,2021.4217971090607,1861.7362477984982,0.3992138732764062,481,NA
5857,2023-06-12,Friendly,Ukraine,Germany,3,0,FALSE,0.06238142304072468,1861.7362477984982,2021.4217971090607,-0.3992138732764062,NA,481
5858,2023-06-12,Friendly,Morocco,Cape Verde,0,1,FALSE,0.06238142304072468,1967.8182066946797,1594.8602944785182,0.9323947805404038,2869,2597
5858,2023-06-12,Friendly,Cape Verde,Morocco,0,0,FALSE,0.06238142304072468,1594.8602944785182,1967.8182066946797,-0.9323947805404038,2597,2869
5859,2023-06-13,CAFA Nations Cup,Iran,Afghanistan,6,0,TRUE,0.12500000000000003,1866.0456545435552,1256.5788254133515,1.5236670728255093,469,NA
5859,2023-06-13,CAFA Nations Cup,Afghanistan,Iran,1,0,TRUE,0.12500000000000003,1256.5788254133515,1866.0456545435552,-1.5236670728255093,NA,469
5860,2023-06-13,Friendly,Curaçao,Costa Rica,0,0,TRUE,0.06250000000000001,1517.9840993329326,1824.1203975043866,-0.765340745428635,11678,NA
5860,2023-06-13,Friendly,Costa Rica,Curaçao,0,0,TRUE,0.06250000000000001,1824.1203975043866,1517.9840993329326,0.765340745428635,NA,11678
5861,2023-06-14,Friendly,DR Congo,Uganda,1,0,TRUE,0.06261880235482718,1584.7321310136917,1502.1533823385516,0.20644687168785025,2850,NA
5861,2023-06-14,Friendly,Uganda,DR Congo,0,0,TRUE,0.06261880235482718,1502.1533823385516,1584.7321310136917,-0.20644687168785025,NA,2850
5862,2023-06-14,Friendly,Uruguay,Nicaragua,4,1,FALSE,0.06261880235482718,1992.0511688299289,1468.4885560728114,1.3089065318927937,212,NA
5862,2023-06-14,Friendly,Nicaragua,Uruguay,1,0,FALSE,0.06261880235482718,1468.4885560728114,1992.0511688299289,-1.3089065318927937,NA,212
5863,2023-06-14,UEFA Nations League,Netherlands,Croatia,2,1,FALSE,0.12523760470965437,2122.0823327410635,2033.3820420743516,0.22175072666677978,449,477
5863,2023-06-14,UEFA Nations League,Croatia,Netherlands,4,0,FALSE,0.12523760470965437,2033.3820420743516,2122.0823327410635,-0.22175072666677978,477,449
5864,2023-06-14,CAFA Nations Cup,Uzbekistan,Turkmenistan,2,1,FALSE,0.12523760470965437,1732.8005054458513,1386.1615117741621,0.8665974841792229,2570,NA
5864,2023-06-14,CAFA Nations Cup,Turkmenistan,Uzbekistan,0,0,FALSE,0.12523760470965437,1386.1615117741621,1732.8005054458513,-0.8665974841792229,NA,2570
5865,2023-06-14,African Cup of Nations qualification,Guinea,Egypt,1,0,TRUE,0.18785640706448153,1566.6692327078297,1780.8877280444797,-0.535546238341625,NA,2620
5865,2023-06-14,African Cup of Nations qualification,Egypt,Guinea,2,0,TRUE,0.18785640706448153,1780.8877280444797,1566.6692327078297,0.535546238341625,2620,NA
5866,2023-06-15,CONCACAF Nations League,Panama,Canada,0,0,TRUE,0.12547566106729313,1816.6822339896742,1854.9156917720545,-0.09558364445595088,2659,206
5866,2023-06-15,CONCACAF Nations League,Canada,Panama,2,0,TRUE,0.12547566106729313,1854.9156917720545,1816.6822339896742,0.09558364445595088,206,2659
5867,2023-06-15,CONCACAF Nations League,United States,Mexico,3,1,FALSE,0.12547566106729313,1906.874955106807,1905.4515402574027,0.0035585371235106323,660,203
5867,2023-06-15,CONCACAF Nations League,Mexico,United States,0,0,FALSE,0.12547566106729313,1905.4515402574027,1906.874955106807,-0.0035585371235106323,203,660
5868,2023-06-15,Friendly,Argentina,Australia,2,0,TRUE,0.06273783053364657,2203.961559528341,1875.6898533522385,0.8206792654402557,202,628
5868,2023-06-15,Friendly,Australia,Argentina,0,0,TRUE,0.06273783053364657,1875.6898533522385,2203.961559528341,-0.8206792654402557,628,202
5869,2023-06-15,Friendly,Jamaica,Qatar,1,0,TRUE,0.06273783053364657,1686.1917514978365,1659.017958841735,0.06793448164025392,NA,4398
5869,2023-06-15,Friendly,Qatar,Jamaica,2,0,TRUE,0.06273783053364657,1659.017958841735,1686.1917514978365,-0.06793448164025392,4398,NA
5870,2023-06-15,Friendly,Japan,El Salvador,6,1,FALSE,0.06273783053364657,1942.1639110570763,1597.018881875369,0.8628625729542683,627,NA
5870,2023-06-15,Friendly,El Salvador,Japan,0,0,FALSE,0.06273783053364657,1597.018881875369,1942.1639110570763,-0.8628625729542683,NA,627
5871,2023-06-15,UEFA Nations League,Spain,Italy,2,0,TRUE,0.12547566106729313,2027.6005437157833,2010.8316550962534,0.041922221548824724,164,NA
5871,2023-06-15,UEFA Nations League,Italy,Spain,1,0,TRUE,0.12547566106729313,2010.8316550962534,2027.6005437157833,-0.041922221548824724,NA,164
5872,2023-06-16,Gold Cup qualification,Curaçao,Saint Kitts and Nevis,1,0,TRUE,0.18857125489713866,1525.0539544805042,1388.0491301836637,0.34251206074210133,11678,NA
5872,2023-06-16,Gold Cup qualification,Saint Kitts and Nevis,Curaçao,1,0,TRUE,0.18857125489713866,1388.0491301836637,1525.0539544805042,-0.34251206074210133,NA,11678
5873,2023-06-16,Friendly,Colombia,Iraq,1,0,TRUE,0.06285708496571289,1998.4068841877029,1732.7976706226696,0.6640230339125833,208,4375
5873,2023-06-16,Friendly,Iraq,Colombia,0,0,TRUE,0.06285708496571289,1732.7976706226696,1998.4068841877029,-0.6640230339125833,4375,208
5874,2023-06-16,Friendly,South Korea,Peru,0,1,FALSE,0.06285708496571289,1875.4257306534219,1916.5079630736532,-0.10270558105057831,451,NA
5874,2023-06-16,Friendly,Peru,South Korea,1,0,FALSE,0.06285708496571289,1916.5079630736532,1875.4257306534219,0.10270558105057831,NA,451
5875,2023-06-16,Friendly,Poland,Germany,1,1,FALSE,0.06285708496571289,1846.08944546535,2015.0856343892967,-0.42249047230986664,NA,481
5875,2023-06-16,Friendly,Germany,Poland,0,0,FALSE,0.06285708496571289,2015.0856343892967,1846.08944546535,0.42249047230986664,481,NA
5876,2023-06-16,Friendly,Serbia,Jordan,3,0,TRUE,0.06285708496571289,1940.2118000733574,1715.6202025719808,0.5614789937534413,NA,2917
5876,2023-06-16,Friendly,Jordan,Serbia,2,0,TRUE,0.06285708496571289,1715.6202025719808,1940.2118000733574,-0.5614789937534413,2917,NA
5877,2023-06-16,Friendly,Sweden,New Zealand,4,1,FALSE,0.06285708496571289,1794.675261252243,1718.5968420360355,0.19019604804051882,466,2666
5877,2023-06-16,Friendly,New Zealand,Sweden,1,0,FALSE,0.06285708496571289,1718.5968420360355,1794.675261252243,-0.19019604804051882,2666,466
5878,2023-06-16,UEFA Euro qualification,Gibraltar,France,0,0,TRUE,0.18857125489713866,1164.6173544783323,2181.742491288616,-2.542812842025709,NA,478
5878,2023-06-16,UEFA Euro qualification,France,Gibraltar,3,0,TRUE,0.18857125489713866,2181.742491288616,1164.6173544783323,2.542812842025709,478,NA
5879,2023-06-16,UEFA Euro qualification,Malta,England,0,1,FALSE,0.18857125489713866,1315.4805228296407,2068.3337920960967,-1.88213317316614,NA,448
5879,2023-06-16,UEFA Euro qualification,England,Malta,4,0,FALSE,0.18857125489713866,2068.3337920960967,1315.4805228296407,1.88213317316614,448,NA
5880,2023-06-16,UEFA Euro qualification,Latvia,Turkey,2,1,FALSE,0.18857125489713866,1402.947402403794,1761.2766921976083,-0.8958232244845357,NA,465
5880,2023-06-16,UEFA Euro qualification,Turkey,Latvia,3,0,FALSE,0.18857125489713866,1761.2766921976083,1402.947402403794,0.8958232244845357,465,NA
5881,2023-06-16,UEFA Euro qualification,Andorra,Switzerland,1,1,FALSE,0.18857125489713866,1185.1553756771527,1967.328870554079,-1.9554337371923156,NA,475
5881,2023-06-16,UEFA Euro qualification,Switzerland,Andorra,2,0,FALSE,0.18857125489713866,1967.328870554079,1185.1553756771527,1.9554337371923156,475,NA
5882,2023-06-16,CAFA Nations Cup,Kyrgyzstan,Iran,1,1,FALSE,0.12571416993142578,1397.686324994038,1868.0808994815895,-1.175986436218879,NA,469
5882,2023-06-16,CAFA Nations Cup,Iran,Kyrgyzstan,5,0,FALSE,0.12571416993142578,1868.0808994815895,1397.686324994038,1.175986436218879,469,NA
5883,2023-06-17,Friendly,Brazil,Guinea,4,0,TRUE,0.06297656608109686,2192.0223504723376,1555.387623323118,1.5915868178730488,205,NA
5883,2023-06-17,Friendly,Guinea,Brazil,1,0,TRUE,0.06297656608109686,1555.387623323118,2192.0223504723376,-1.5915868178730488,NA,205
5884,2023-06-17,Friendly,Ecuador,Bolivia,1,0,TRUE,0.06297656608109686,1925.0060209874714,1693.9265526311694,0.5776986708907549,209,NA
5884,2023-06-17,Friendly,Bolivia,Ecuador,0,0,TRUE,0.06297656608109686,1693.9265526311694,1925.0060209874714,-0.5776986708907549,NA,209
5885,2023-06-17,UEFA Euro qualification,Norway,Scotland,1,1,FALSE,0.1889296982432906,1791.2045246471541,1881.4197089474756,-0.22553796075080357,464,580
5885,2023-06-17,UEFA Euro qualification,Scotland,Norway,2,0,FALSE,0.1889296982432906,1881.4197089474756,1791.2045246471541,0.22553796075080357,580,464
5886,2023-06-17,UEFA Euro qualification,Faroe Islands,Czech Republic,0,1,FALSE,0.1889296982432906,1368.3064182259309,1835.8498845813044,-1.168858665888434,NA,450
5886,2023-06-17,UEFA Euro qualification,Czech Republic,Faroe Islands,3,0,FALSE,0.1889296982432906,1835.8498845813044,1368.3064182259309,1.168858665888434,450,NA
5887,2023-06-17,UEFA Euro qualification,Belgium,Austria,1,1,FALSE,0.1889296982432906,2056.844265925893,1813.7058290442371,0.6078460922041399,459,474
5887,2023-06-17,UEFA Euro qualification,Austria,Belgium,1,0,FALSE,0.1889296982432906,1813.7058290442371,2056.844265925893,-0.6078460922041399,474,459
5888,2023-06-17,UEFA Euro qualification,Portugal,Bosnia and Herzegovina,3,1,FALSE,0.1889296982432906,2080.362085200575,1654.8161213105946,1.0638649097249515,482,452
5888,2023-06-17,UEFA Euro qualification,Bosnia and Herzegovina,Portugal,0,0,FALSE,0.1889296982432906,1654.8161213105946,2080.362085200575,-1.0638649097249515,452,482
5889,2023-06-17,CAFA Nations Cup,Uzbekistan,Tajikistan,5,1,FALSE,0.12595313216219373,1736.5292804592812,1489.8941149395946,0.6165879137992164,2570,NA
5889,2023-06-17,CAFA Nations Cup,Tajikistan,Uzbekistan,1,0,FALSE,0.12595313216219373,1489.8941149395946,1736.5292804592812,-0.6165879137992164,NA,2570
5890,2023-06-17,African Cup of Nations qualification,Zambia,Ivory Coast,3,1,FALSE,0.1889296982432906,1596.3921747752725,1789.6255287876568,-0.4830833850309608,NA,4789
5890,2023-06-17,African Cup of Nations qualification,Ivory Coast,Zambia,0,0,FALSE,0.1889296982432906,1789.6255287876568,1596.3921747752725,0.4830833850309608,4789,NA
5891,2023-06-17,African Cup of Nations qualification,Equatorial Guinea,Tunisia,1,1,FALSE,0.1889296982432906,1604.1755241635894,1877.1927181984565,-0.6825429850871677,NA,659
5891,2023-06-17,African Cup of Nations qualification,Tunisia,Equatorial Guinea,0,0,FALSE,0.1889296982432906,1877.1927181984565,1604.1755241635894,0.6825429850871677,659,NA
5892,2023-06-17,African Cup of Nations qualification,South Africa,Morocco,2,1,FALSE,0.1889296982432906,1644.6420904795832,1959.051305260132,-0.7860230369513721,467,2869
5892,2023-06-17,African Cup of Nations qualification,Morocco,South Africa,1,0,FALSE,0.1889296982432906,1959.051305260132,1644.6420904795832,0.7860230369513721,2869,467
5893,2023-06-17,African Cup of Nations qualification,Benin,Senegal,1,1,FALSE,0.1889296982432906,1479.243591673552,1865.100745825306,-0.964642885379385,NA,654
5893,2023-06-17,African Cup of Nations qualification,Senegal,Benin,1,0,FALSE,0.1889296982432906,1865.100745825306,1479.243591673552,0.964642885379385,654,NA
5894,2023-06-18,CONCACAF Nations League,Panama,Mexico,0,0,TRUE,0.12619254862137336,1783.2923341312094,1874.1222121220749,-0.22707469497716373,2659,203
5894,2023-06-18,CONCACAF Nations League,Mexico,Panama,1,0,TRUE,0.12619254862137336,1874.1222121220749,1783.2923341312094,0.22707469497716373,203,2659
5895,2023-06-18,CONCACAF Nations League,United States,Canada,2,1,FALSE,0.12619254862137336,1938.2042832421348,1888.3055916305193,0.12474672902903876,660,206
5895,2023-06-18,CONCACAF Nations League,Canada,United States,0,0,FALSE,0.12619254862137336,1888.3055916305193,1938.2042832421348,-0.12474672902903876,206,660
5896,2023-06-18,Friendly,Egypt,South Sudan,3,1,FALSE,0.06309627431068668,1792.1693374291913,1272.4044027824464,1.2994123366168622,2620,NA
5896,2023-06-18,Friendly,South Sudan,Egypt,0,0,FALSE,0.06309627431068668,1272.4044027824464,1792.1693374291913,-1.2994123366168622,NA,2620
5897,2023-06-18,Friendly,Paraguay,Nicaragua,2,1,FALSE,0.06309627431068668,1784.8629061047275,1467.548113104731,0.793286982499991,210,NA
5897,2023-06-18,Friendly,Nicaragua,Paraguay,0,0,FALSE,0.06309627431068668,1467.548113104731,1784.8629061047275,-0.793286982499991,NA,210
5898,2023-06-18,UEFA Nations League,Netherlands,Italy,2,1,FALSE,0.12619254862137336,2066.0067680399893,1987.0373375651507,0.1974235761870966,449,NA
5898,2023-06-18,UEFA Nations League,Italy,Netherlands,3,0,FALSE,0.12619254862137336,1987.0373375651507,2066.0067680399893,-0.1974235761870966,NA,449
5899,2023-06-18,UEFA Nations League,Croatia,Spain,0,0,TRUE,0.12619254862137336,2089.4576067754256,2051.394861246886,0.09515686382134846,477,164
5899,2023-06-18,UEFA Nations League,Spain,Croatia,0,0,TRUE,0.12619254862137336,2051.394861246886,2089.4576067754256,-0.09515686382134846,164,477
5900,2023-06-18,African Cup of Nations qualification,Cape Verde,Burkina Faso,3,1,FALSE,0.18928882293206004,1603.6271959130659,1710.8916713798933,-0.26816118866706856,2597,NA
5900,2023-06-18,African Cup of Nations qualification,Burkina Faso,Cape Verde,1,0,FALSE,0.18928882293206004,1710.8916713798933,1603.6271959130659,0.26816118866706856,NA,2597
5901,2023-06-18,African Cup of Nations qualification,Madagascar,Ghana,0,1,FALSE,0.18928882293206004,1326.9642088504986,1703.4158614267155,-0.9411291314405423,NA,4469
5901,2023-06-18,African Cup of Nations qualification,Ghana,Madagascar,0,0,FALSE,0.18928882293206004,1703.4158614267155,1326.9642088504986,0.9411291314405423,4469,NA
5902,2023-06-18,African Cup of Nations qualification,Uganda,Algeria,1,0,TRUE,0.18928882293206004,1494.4864215666498,1825.8406513145792,-0.8283855743698234,NA,624
5902,2023-06-18,African Cup of Nations qualification,Algeria,Uganda,2,0,TRUE,0.18928882293206004,1825.8406513145792,1494.4864215666498,0.8283855743698234,624,NA
5903,2023-06-18,African Cup of Nations qualification,Gabon,DR Congo,0,1,FALSE,0.18928882293206004,1577.4284228339743,1592.3990917855936,-0.03742667237904811,NA,2850
5903,2023-06-18,African Cup of Nations qualification,DR Congo,Gabon,2,0,FALSE,0.18928882293206004,1592.3990917855936,1577.4284228339743,0.03742667237904811,2850,NA
5904,2023-06-19,Friendly,Indonesia,Argentina,0,1,FALSE,0.0632162100861896,1449.2653657244596,2207.8999751790498,-1.8965865236364754,NA,202
5904,2023-06-19,Friendly,Argentina,Indonesia,2,0,FALSE,0.0632162100861896,2207.8999751790498,1449.2653657244596,1.8965865236364754,202,NA
5905,2023-06-19,Friendly,Jamaica,Jordan,1,0,TRUE,0.0632162100861896,1675.4112177830198,1711.312797067146,-0.08975394821031557,NA,2917
5905,2023-06-19,Friendly,Jordan,Jamaica,2,0,TRUE,0.0632162100861896,1711.312797067146,1675.4112177830198,0.08975394821031557,2917,NA
5906,2023-06-19,UEFA Euro qualification,France,Greece,1,1,FALSE,0.18964863025856882,2181.9924985124917,1761.5355626907458,1.0511423395543646,478,NA
5906,2023-06-19,UEFA Euro qualification,Greece,France,0,0,FALSE,0.18964863025856882,1761.5355626907458,2181.9924985124917,-1.0511423395543646,NA,478
5907,2023-06-19,UEFA Euro qualification,England,North Macedonia,7,1,FALSE,0.18964863025856882,2070.4708854285914,1577.0139651494928,1.2336423006977464,448,NA
5907,2023-06-19,UEFA Euro qualification,North Macedonia,England,0,0,FALSE,0.18964863025856882,1577.0139651494928,2070.4708854285914,-1.2336423006977464,NA,448
5908,2023-06-19,UEFA Euro qualification,Turkey,Wales,2,1,FALSE,0.18964863025856882,1770.4948409450656,1726.421497521789,0.11018335855819146,465,NA
5908,2023-06-19,UEFA Euro qualification,Wales,Turkey,0,0,FALSE,0.18964863025856882,1726.421497521789,1770.4948409450656,-0.11018335855819146,NA,465
5909,2023-06-19,UEFA Euro qualification,Switzerland,Romania,2,1,FALSE,0.18964863025856882,1968.2950591674432,1681.1966745103537,0.717745961642724,475,NA
5909,2023-06-19,UEFA Euro qualification,Romania,Switzerland,2,0,FALSE,0.18964863025856882,1681.1966745103537,1968.2950591674432,-0.717745961642724,NA,475
5910,2023-06-20,Friendly,Algeria,Tunisia,1,1,FALSE,0.0633363738401334,1832.3041537075112,1840.6794726982046,-0.020938297476733397,624,659
5910,2023-06-20,Friendly,Tunisia,Algeria,1,0,FALSE,0.0633363738401334,1840.6794726982046,1832.3041537075112,0.020938297476733397,659,624
5911,2023-06-20,Friendly,Brazil,Senegal,2,0,TRUE,0.0633363738401334,2192.8963252307512,1848.1864724866277,0.8617746318603088,205,654
5911,2023-06-20,Friendly,Senegal,Brazil,4,0,TRUE,0.0633363738401334,1848.1864724866277,2192.8963252307512,-0.8617746318603088,654,205
5912,2023-06-20,Friendly,Ecuador,Costa Rica,3,0,TRUE,0.0633363738401334,1929.1885455327313,1801.996990240033,0.3179788882317456,209,NA
5912,2023-06-20,Friendly,Costa Rica,Ecuador,1,0,TRUE,0.0633363738401334,1801.996990240033,1929.1885455327313,-0.3179788882317456,NA,209
5913,2023-06-20,Friendly,Germany,Colombia,0,1,FALSE,0.0633363738401334,2003.1254645506272,2001.9697742780133,0.0028892256815345263,481,208
5913,2023-06-20,Friendly,Colombia,Germany,2,0,FALSE,0.0633363738401334,2001.9697742780133,2003.1254645506272,-0.0028892256815345263,208,481
5914,2023-06-20,Friendly,Haiti,Trinidad and Tobago,0,0,TRUE,0.0633363738401334,1734.8563604629655,1547.313338576794,0.46885755471542895,2654,NA
5914,2023-06-20,Friendly,Trinidad and Tobago,Haiti,0,0,TRUE,0.0633363738401334,1547.313338576794,1734.8563604629655,-0.46885755471542895,NA,2654
5915,2023-06-20,Friendly,Japan,Peru,4,1,FALSE,0.0633363738401334,1945.2066478493398,1928.18768228144,0.0425474139197496,627,NA
5915,2023-06-20,Friendly,Peru,Japan,1,0,FALSE,0.0633363738401334,1928.18768228144,1945.2066478493398,-0.0425474139197496,NA,627
5916,2023-06-20,Friendly,South Korea,El Salvador,1,1,FALSE,0.0633363738401334,1863.746011445635,1593.9761450831056,0.6744246659063237,451,NA
5916,2023-06-20,Friendly,El Salvador,South Korea,1,0,FALSE,0.0633363738401334,1593.9761450831056,1863.746011445635,-0.6744246659063237,NA,451
5917,2023-06-20,Friendly,Montenegro,Czech Republic,1,1,FALSE,0.0633363738401334,1619.7107252487529,1845.2627301038456,-0.5638800121377318,NA,450
5917,2023-06-20,Friendly,Czech Republic,Montenegro,4,0,FALSE,0.0633363738401334,1845.2627301038456,1619.7107252487529,0.5638800121377318,450,NA
5918,2023-06-20,Friendly,Uruguay,Cuba,2,1,FALSE,0.0633363738401334,1992.9916117980092,1499.4471448139793,1.2338611674600748,212,NA
5918,2023-06-20,Friendly,Cuba,Uruguay,0,0,FALSE,0.0633363738401334,1499.4471448139793,1992.9916117980092,-1.2338611674600748,NA,212
5919,2023-06-20,UEFA Euro qualification,Scotland,Georgia,2,1,FALSE,0.19000912152040017,1907.1235969469633,1740.5394099886632,0.41646046739575016,580,NA
5919,2023-06-20,UEFA Euro qualification,Georgia,Scotland,0,0,FALSE,0.19000912152040017,1740.5394099886632,1907.1235969469633,-0.41646046739575016,NA,580
5920,2023-06-20,UEFA Euro qualification,Norway,Cyprus,3,1,FALSE,0.19000912152040017,1765.5006366476664,1400.767572069928,0.9118326614443458,464,NA
5920,2023-06-20,UEFA Euro qualification,Cyprus,Norway,1,0,FALSE,0.19000912152040017,1400.767572069928,1765.5006366476664,-0.9118326614443458,NA,464
5921,2023-06-20,UEFA Euro qualification,Austria,Sweden,2,1,FALSE,0.19000912152040017,1832.6145968159094,1803.9949945088938,0.07154900576753903,474,466
5921,2023-06-20,UEFA Euro qualification,Sweden,Austria,0,0,FALSE,0.19000912152040017,1803.9949945088938,1832.6145968159094,-0.07154900576753903,466,474
5922,2023-06-20,UEFA Euro qualification,Estonia,Belgium,0,1,FALSE,0.19000912152040017,1501.7111863205325,2037.9354981542208,-1.3405607795842207,NA,459
5922,2023-06-20,UEFA Euro qualification,Belgium,Estonia,3,0,FALSE,0.19000912152040017,2037.9354981542208,1501.7111863205325,1.3405607795842207,459,NA
5923,2023-06-20,UEFA Euro qualification,Iceland,Portugal,0,1,FALSE,0.19000912152040017,1549.0165854480344,2084.413031681506,-1.3384911155836783,NA,482
5923,2023-06-20,UEFA Euro qualification,Portugal,Iceland,1,0,FALSE,0.19000912152040017,2084.413031681506,1549.0165854480344,1.3384911155836783,482,NA
5924,2023-06-20,UEFA Euro qualification,Bosnia and Herzegovina,Luxembourg,0,1,FALSE,0.19000912152040017,1650.7651748296637,1492.589138023392,0.39544009201567915,452,NA
5924,2023-06-20,UEFA Euro qualification,Luxembourg,Bosnia and Herzegovina,2,0,FALSE,0.19000912152040017,1492.589138023392,1650.7651748296637,-0.39544009201567915,NA,452
5925,2023-06-20,CAFA Nations Cup,Uzbekistan,Iran,0,1,FALSE,0.1266727476802668,1744.383775181692,1875.0377969982526,-0.32663505454140135,2570,469
5925,2023-06-20,CAFA Nations Cup,Iran,Uzbekistan,1,0,FALSE,0.1266727476802668,1875.0377969982526,1744.383775181692,0.32663505454140135,469,2570
5926,2023-06-24,Gold Cup,United States,Jamaica,1,1,FALSE,0.12763863463936695,1960.459534393927,1666.4408860687129,0.7350466208130354,660,NA
5926,2023-06-24,Gold Cup,Jamaica,United States,1,0,FALSE,0.12763863463936695,1666.4408860687129,1960.459534393927,-0.7350466208130354,NA,660
5927,2023-06-25,Gold Cup,Haiti,Qatar,2,0,TRUE,0.1278812549651602,1729.9280538647558,1669.7984925565518,0.15032390327051018,2654,4398
5927,2023-06-25,Gold Cup,Qatar,Haiti,1,0,TRUE,0.1278812549651602,1669.7984925565518,1729.9280538647558,-0.15032390327051018,4398,2654
5928,2023-06-25,Gold Cup,Mexico,Honduras,4,0,TRUE,0.1278812549651602,1892.7314117320084,1598.4392674467067,0.73573036071325415,203,NA
5928,2023-06-25,Gold Cup,Honduras,Mexico,0,0,TRUE,0.1278812549651602,1598.4392674467067,1892.7314117320084,-0.73573036071325415,NA,203
5929,2023-06-26,Gold Cup,Costa Rica,Panama,1,0,TRUE,0.1281243364728101,1792.2554514233545,1764.6831345212759,0.0689307922551967,NA,2659
5929,2023-06-26,Gold Cup,Panama,Costa Rica,2,0,TRUE,0.1281243364728101,1764.6831345212759,1792.2554514233545,-0.0689307922551967,2659,NA
5930,2023-06-27,Gold Cup,Canada,Guadeloupe,2,1,FALSE,0.12836788003894833,1866.050340478727,1466.4278046043553,0.9990563396859296,206,NA
5930,2023-06-27,Gold Cup,Guadeloupe,Canada,2,0,FALSE,0.12836788003894833,1466.4278046043553,1866.050340478727,-0.9990563396859296,NA,206
5931,2023-06-28,Gold Cup,United States,Saint Kitts and Nevis,6,1,FALSE,0.12861188654187314,1940.1492858180093,1380.072375659271,1.4001922753968454,660,NA
5931,2023-06-28,Gold Cup,Saint Kitts and Nevis,United States,0,0,FALSE,0.12861188654187314,1380.072375659271,1940.1492858180093,-1.4001922753968454,NA,660
5932,2023-06-29,Gold Cup,Qatar,Honduras,1,0,TRUE,0.12885635686155217,1649.0824760019761,1583.8855359399233,0.16299235015513205,4398,NA
5932,2023-06-29,Gold Cup,Honduras,Qatar,1,0,TRUE,0.12885635686155217,1583.8855359399233,1649.0824760019761,-0.16299235015513205,NA,4398
5933,2023-06-29,Gold Cup,Haiti,Mexico,1,0,TRUE,0.12885635686155217,1750.6440704193315,1907.2851432387918,-0.3916026820486508,2654,203
5933,2023-06-29,Gold Cup,Mexico,Haiti,3,0,TRUE,0.12885635686155217,1907.2851432387918,1750.6440704193315,0.3916026820486508,203,2654
5934,2023-06-30,Gold Cup,Martinique,Panama,1,0,TRUE,0.12910129187962582,1591.4043171771962,1791.6629676645405,-0.5006466262183608,NA,2659
