fecha,partido,resultado,competencia,team_id
"Dom., 23 de Mar.",Francia,2 - 0Vuelta · Empate 2-2 en marcador global · Francia ganó 5-4 en penales,Croacia,478
"Jue., 20 de Mar.",Croacia,2 - 0Ida,Francia,478
"Dom., 17 de Nov.",Italia,1 - 3,Francia,478
"Jue., 14 de Nov.",Francia,0 - 0,Israel,478
"Lun., 14 de Oct.",Bélgica,1 - 2,Francia,478
"Jue., 10 de Oct.",Israel,1 - 4,Francia,478
"Lun., 9 de Sep.",Francia,2 - 0,Bélgica,478
"Vie., 6 de Sep.",Francia,1 - 3,Italia,478
"Mar., 9 de Jul.",España,2 - 1,Francia,478
"Vie., 5 de Jul.",Portugal,0 - 0Francia ganó 5-3 en penales,Francia,478
"Lun., 1 de Jul.",Francia,1 - 0,Bélgica,478
"Mar., 25 de Jun.",Francia,1 - 1,Polonia,478
"Vie., 21 de Jun.",Países Bajos,0 - 0,Francia,478
"Mar., 9 de Jun.",Arabia Saudita,0 - 0,Senegal,654
"Dom., 31 de May.",Estados Unidos,3 - 2,Senegal,654
"Mar., 31 de Mar.",Senegal,3 - 1,Gambia,654
"Sáb., 28 de Mar.",Senegal,2 - 0,Perú,654
"Dom., 18 de Ene.",Senegal,0 - 3,Marruecos,654
"Mié., 14 de Ene.",Senegal,1 - 0,Egipto,654
"Vie., 9 de Ene.",Mali,0 - 1,Senegal,654
"Sáb., 3 de Ene.",Senegal,3 - 1,Sudan,654
"Mar., 30 de Dic.",Benin,0 - 3,Senegal,654
"Sáb., 27 de Dic.",Senegal,1 - 1,República Democrática del Congo,654
"Mar., 23 de Dic.",Senegal,3 - 0,Botswana,654
"Mar., 18 de Nov.",Senegal,8 - 0,Kenya,654
"Sáb., 15 de Nov.",Brasil,2 - 0,Senegal,654
"Mar., 14 de Oct.",Senegal,4 - 0,Mauritania,654
"Vie., 10 de Oct.",South Sudan,0 - 5,Senegal,654
"Mar., 9 de Sep.",República Democrática del Congo,2 - 3,Senegal,654
"Vie., 5 de Sep.",Senegal,2 - 0,Sudan,654
"Vie., 29 de Ago.",Senegal,1 - 1Senegal ganó 4-2 en penales,Sudan,654
"Mar., 26 de Ago.",Senegal,1 - 1Marruecos ganó 5-3 en penales,Marruecos,654
"Sáb., 23 de Ago.",Uganda,0 - 1,Senegal,654
"Mar., 19 de Ago.",Sudan,0 - 0,Senegal,654
"Mar., 12 de Ago.",Senegal,1 - 1,Congo,654
"Mar., 5 de Ago.",Senegal,1 - 0,Nigeria,654
"Dom., 27 de Jul.",Tanzania,2 - 1,Senegal,654
"Jue., 24 de Jul.",Uganda,2 - 1,Senegal,654
"Mar., 9 de Jun.",Irak,0 - 2,Venezuela,4375
"Jue., 4 de Jun.",España,1 - 1,Irak,4375
"Vie., 29 de May.",Irak,1 - 0,Andorra,4375
"Mar., 31 de Mar.",Irak,2 - 1,Bolívia,4375
"Mar., 18 de Nov.",Irak,2 - 1Vuelta · Irak gana 3-2 en marcador global,Emiratos Árabes Unidos,4375
"Jue., 13 de Nov.",Emiratos Árabes Unidos,1 - 1Ida,Irak,4375
"Mar., 14 de Oct.",Arabia Saudita,0 - 0,Irak,4375
"Sáb., 11 de Oct.",Irak,1 - 0,Indonesia,4375
"Mar., 10 de Jun.",Jordania,0 - 1,Irak,4375
"Jue., 5 de Jun.",Irak,0 - 2,Corea del Sur,4375
"Mar., 25 de Mar.",Palestina,2 - 1,Irak,4375
"Jue., 20 de Mar.",Irak,2 - 2,Kuwait,4375
"Sáb., 28 de Dic.",Irak,1 - 3,Arabia Saudita,4375
"Mié., 25 de Dic.",Baréin,2 - 0,Irak,4375
"Dom., 22 de Dic.",Irak,1 - 0,Yemen,4375
"Mar., 19 de Nov.",Omán,0 - 1,Irak,4375
"Jue., 14 de Nov.",Irak,0 - 0,Jordania,4375
"Mar., 15 de Oct.",Corea del Sur,3 - 2,Irak,4375
"Jue., 10 de Oct.",Irak,1 - 0,Palestina,4375
"Mar., 10 de Sep.",Kuwait,0 - 0,Irak,4375
"Jue., 5 de Sep.",Irak,1 - 0,Omán,4375
"Mar., 11 de Jun.",Irak,3 - 1,Vietnam,4375
"Jue., 6 de Jun.",Indonesia,0 - 2,Irak,4375
"Mar., 26 de Mar.",Filipinas,0 - 5,Irak,4375
"Jue., 21 de Mar.",Irak,1 - 0,Filipinas,4375
"Dom., 7 de Jun.",Marruecos,1 - 1,Noruega,464
"Lun., 1 de Jun.",Noruega,3 - 1,Suecia,464
"Mar., 31 de Mar.",Noruega,0 - 0,Suiza,464
"Vie., 27 de Mar.",Países Bajos,2 - 1,Noruega,464
"Dom., 16 de Nov.",Italia,1 - 4,Noruega,464
"Jue., 13 de Nov.",Noruega,4 - 1,Estonia,464
"Mar., 14 de Oct.",Noruega,1 - 1,Nueva Zelanda,464
"Sáb., 11 de Oct.",Noruega,5 - 0,Israel,464
"Mar., 9 de Sep.",Noruega,11 - 1,Moldavia,464
"Jue., 4 de Sep.",Noruega,1 - 0,Finlandia,464
"Lun., 9 de Jun.",Estonia,0 - 1,Noruega,464
"Vie., 6 de Jun.",Noruega,3 - 0,Italia,464
"Mar., 25 de Mar.",Israel,2 - 4,Noruega,464
"Sáb., 22 de Mar.",Moldavia,0 - 5,Noruega,464
"Dom., 17 de Nov.",Noruega,5 - 0,Kazajistán,464
"Jue., 14 de Nov.",Eslovenia,1 - 4,Noruega,464
"Dom., 13 de Oct.",Austria,5 - 1,Noruega,464
"Jue., 10 de Oct.",Noruega,3 - 0,Eslovenia,464
"Lun., 9 de Sep.",Noruega,2 - 1,Austria,464
"Vie., 6 de Sep.",Kazajistán,0 - 0,Noruega,464
"Sáb., 8 de Jun.",Dinamarca,3 - 1,Noruega,464
"Mié., 5 de Jun.",Noruega,3 - 0,Kosovo,464
"Mar., 26 de Mar.",Noruega,1 - 1,Eslovaquia,464
"Vie., 22 de Mar.",Noruega,1 - 2,Chequia,464
"Dom., 19 de Nov.",Escocia,3 - 3,Noruega,464
"Mar., 9 de Jun.",Argentina,3 - 0,Islandia,202
"Sáb., 6 de Jun.",Argentina,2 - 0,Honduras,202
"Mar., 31 de Mar.",Argentina,5 - 0,Zambia,202
"Vie., 27 de Mar.",Argentina,2 - 1,Mauritania,202
"Vie., 14 de Nov.",Angola,0 - 2,Argentina,202
"Mar., 14 de Oct.",Puerto Rico,0 - 6,Argentina,202
"Vie., 10 de Oct.",Argentina,1 - 0,Venezuela,202
"Mar., 9 de Sep.",Ecuador,1 - 0,Argentina,202
"Jue., 4 de Sep.",Argentina,3 - 0,Venezuela,202
"Mar., 10 de Jun.",Argentina,1 - 1,Colombia,202
"Jue., 5 de Jun.",Chile,0 - 1,Argentina,202
"Mar., 25 de Mar.",Argentina,4 - 1,Brasil,202
"Vie., 21 de Mar.",Uruguay,0 - 1,Argentina,202
"Mar., 19 de Nov.",Argentina,1 - 0,Perú,202
"Jue., 14 de Nov.",Paraguay,2 - 1,Argentina,202
"Mar., 15 de Oct.",Argentina,6 - 0,Bolívia,202
"Jue., 10 de Oct.",Venezuela,1 - 1,Argentina,202
"Mar., 10 de Sep.",Colombia,2 - 1,Argentina,202
"Jue., 5 de Sep.",Argentina,3 - 0,Chile,202
"Dom., 14 de Jul.",Argentina,1 - 0,Colombia,202
"Mar., 9 de Jul.",Argentina,2 - 0,Canadá,202
"Jue., 4 de Jul.",Argentina,1 - 1Argentina ganó 4-2 en penales,Ecuador,202
"Sáb., 29 de Jun.",Argentina,2 - 0,Perú,202
"Mar., 25 de Jun.",Chile,0 - 1,Argentina,202
"Jue., 20 de Jun.",Argentina,2 - 0,Canadá,202
"Mié., 10 de Jun.",Bolívia,0 - 4,Argelia,624
"Mié., 3 de Jun.",Países Bajos,0 - 1,Argelia,624
"Mar., 31 de Mar.",Argelia,0 - 0,Uruguay,624
"Vie., 27 de Mar.",Argelia,7 - 0,Guatemala,624
"Sáb., 10 de Ene.",Argelia,0 - 2,Nigeria,624
"Mar., 6 de Ene.",Argelia,1 - 0,República Democrática del Congo,624
"Mié., 31 de Dic.",Equatorial Guinea,1 - 3,Argelia,624
"Dom., 28 de Dic.",Argelia,1 - 0,Burkina Faso,624
"Mié., 24 de Dic.",Argelia,3 - 0,Sudan,624
"Mar., 18 de Nov.",Arabia Saudita,0 - 2,Argelia,624
"Jue., 13 de Nov.",Argelia,3 - 1,Zimbabwe,624
"Mar., 14 de Oct.",Argelia,2 - 1,Uganda,624
"Jue., 9 de Oct.",Somalia,0 - 3,Argelia,624
"Lun., 8 de Sep.",Guinea,0 - 0,Argelia,624
"Jue., 4 de Sep.",Argelia,3 - 1,Botswana,624
"Sáb., 23 de Ago.",Sudan,1 - 1Sudan ganó 4-2 en penales,Argelia,624
"Lun., 18 de Ago.",Argelia,0 - 0,Niger,624
"Vie., 15 de Ago.",Guinea,1 - 1,Argelia,624
"Vie., 8 de Ago.",Argelia,1 - 1,Sudáfrica,624
"Lun., 4 de Ago.",Uganda,0 - 3,Argelia,624
"Mar., 10 de Jun.",Suecia,4 - 3,Argelia,624
"Lun., 9 de Jun.",Argelia,2 - 0,Rwanda,624
"Jue., 5 de Jun.",Argelia,2 - 0,Rwanda,624
"Vie., 9 de May.",Argelia,3 - 0Vuelta,Gambia,624
"Sáb., 3 de May.",Gambia,0 - 0Ida,Argelia,624
"Lun., 1 de Jun.",Austria,1 - 0,Túnez,474
"Mar., 31 de Mar.",Austria,1 - 0,Corea del Sur,474
"Vie., 27 de Mar.",Austria,5 - 1,Ghana,474
"Mar., 18 de Nov.",Austria,1 - 1,Bosnia y Herzegovina,474
"Sáb., 15 de Nov.",Chipre,0 - 2,Austria,474
"Dom., 12 de Oct.",Rumania,1 - 0,Austria,474
"Jue., 9 de Oct.",Austria,10 - 0,San Marino,474
"Mar., 9 de Sep.",Bosnia y Herzegovina,1 - 2,Austria,474
"Sáb., 6 de Sep.",Austria,1 - 0,Chipre,474
"Mar., 10 de Jun.",San Marino,0 - 4,Austria,474
"Sáb., 7 de Jun.",Austria,2 - 1,Rumania,474
"Dom., 23 de Mar.",Serbia,2 - 0Vuelta · Serbia gana 3-1 en marcador global,Austria,474
"Jue., 20 de Mar.",Austria,1 - 1Ida,Serbia,474
"Dom., 17 de Nov.",Austria,1 - 1,Eslovenia,474
"Jue., 14 de Nov.",Kazajistán,0 - 2,Austria,474
"Dom., 13 de Oct.",Austria,5 - 1,Noruega,474
"Jue., 10 de Oct.",Austria,4 - 0,Kazajistán,474
"Lun., 9 de Sep.",Noruega,2 - 1,Austria,474
"Vie., 6 de Sep.",Eslovenia,1 - 1,Austria,474
"Mar., 2 de Jul.",Austria,1 - 2,Turquía,474
"Mar., 25 de Jun.",Países Bajos,2 - 3,Austria,474
"Vie., 21 de Jun.",Polonia,1 - 3,Austria,474
"Lun., 17 de Jun.",Austria,0 - 1,Francia,474
"Sáb., 8 de Jun.",Suiza,1 - 1,Austria,474
"Mar., 4 de Jun.",Austria,2 - 1,Serbia,474
"Dom., 7 de Jun.",Colombia,2 - 0,Jordania,2917
"Dom., 31 de May.",Suiza,4 - 1,Jordania,2917
"Mar., 31 de Mar.",Jordania,2 - 2,Nigeria,2917
"Vie., 27 de Mar.",Jordania,2 - 2,Costa Rica,2917
"Mar., 18 de Nov.",Jordania,0 - 0,Mali,2917
"Vie., 14 de Nov.",Túnez,3 - 2,Jordania,2917
"Mar., 14 de Oct.",Albania,4 - 2,Jordania,2917
"Vie., 10 de Oct.",Jordania,0 - 1,Bolívia,2917
"Mar., 9 de Sep.",Jordania,3 - 0,República Dominicana,2917
"Jue., 4 de Sep.",Rusia,0 - 0,Jordania,2917
"Mar., 10 de Jun.",Jordania,0 - 1,Irak,2917
"Jue., 5 de Jun.",Omán,0 - 3,Jordania,2917
"Vie., 30 de May.",Arabia Saudita,2 - 0,Jordania,2917
"Mar., 25 de Mar.",Corea del Sur,1 - 1,Jordania,2917
"Jue., 20 de Mar.",Jordania,3 - 1,Palestina,2917
"Vie., 14 de Mar.",Jordania,0 - 0,Corea del Norte,2917
"Mar., 19 de Nov.",Kuwait,1 - 1,Jordania,2917
"Jue., 14 de Nov.",Irak,0 - 0,Jordania,2917
"Mar., 15 de Oct.",Jordania,4 - 0,Omán,2917
"Jue., 10 de Oct.",Jordania,0 - 2,Corea del Sur,2917
"Mar., 10 de Sep.",Palestina,1 - 3,Jordania,2917
"Jue., 5 de Sep.",Jordania,1 - 1,Kuwait,2917
"Mar., 11 de Jun.",Arabia Saudita,1 - 2,Jordania,2917
"Jue., 6 de Jun.",Jordania,3 - 0,Tayikistán,2917
"Mar., 26 de Mar.",Jordania,7 - 0,Pakistan,2917
"Mié., 10 de Jun.",Portugal,2 - 1,Nigeria,482
"Sáb., 6 de Jun.",Portugal,2 - 1,Chile,482
"Mar., 31 de Mar.",Estados Unidos,0 - 2,Portugal,482
"Sáb., 28 de Mar.",México,0 - 0,Portugal,482
"Dom., 16 de Nov.",Portugal,9 - 1,Armenia,482
"Jue., 13 de Nov.",Irlanda,2 - 0,Portugal,482
"Mar., 14 de Oct.",Portugal,2 - 2,Hungría,482
"Sáb., 11 de Oct.",Portugal,1 - 0,Irlanda,482
"Mar., 9 de Sep.",Hungría,2 - 3,Portugal,482
"Sáb., 6 de Sep.",Armenia,0 - 5,Portugal,482
"Dom., 8 de Jun.",Portugal,2 - 2Portugal ganó 5-3 en penales,España,482
"Mié., 4 de Jun.",Alemania,1 - 2,Portugal,482
"Dom., 23 de Mar.",Portugal,5 - 2Vuelta · Portugal gana 5-3 en marcador global,Dinamarca,482
"Jue., 20 de Mar.",Dinamarca,1 - 0Ida,Portugal,482
"Lun., 18 de Nov.",Croacia,1 - 1,Portugal,482
"Vie., 15 de Nov.",Portugal,5 - 1,Polonia,482
"Mar., 15 de Oct.",Escocia,0 - 0,Portugal,482
"Sáb., 12 de Oct.",Polonia,1 - 3,Portugal,482
"Dom., 8 de Sep.",Portugal,2 - 1,Escocia,482
"Jue., 5 de Sep.",Portugal,2 - 1,Croacia,482
"Vie., 5 de Jul.",Portugal,0 - 0Francia ganó 5-3 en penales,Francia,482
"Lun., 1 de Jul.",Portugal,0 - 0,Eslovenia,482
"Mié., 26 de Jun.",Georgia,2 - 0,Portugal,482
"Sáb., 22 de Jun.",Turquía,0 - 3,Portugal,482
"Mar., 18 de Jun.",Portugal,2 - 1,Chequia,482
"Mar., 9 de Jun.",República Democrática del Congo,1 - 2,Chile,2850
"Mié., 3 de Jun.",República Democrática del Congo,0 - 0,Dinamarca,2850
"Mar., 31 de Mar.",República Democrática del Congo,1 - 0,Jamaica,2850
"Mié., 25 de Mar.",República Democrática del Congo,2 - 0,Bermuda,2850
"Mar., 6 de Ene.",Argelia,1 - 0,República Democrática del Congo,2850
"Mar., 30 de Dic.",Botswana,0 - 3,República Democrática del Congo,2850
"Sáb., 27 de Dic.",Senegal,1 - 1,República Democrática del Congo,2850
"Mar., 23 de Dic.",República Democrática del Congo,1 - 0,Benin,2850
"Mar., 16 de Dic.",Zambia,0 - 2,República Democrática del Congo,2850
"Dom., 16 de Nov.",Nigeria,1 - 1República Democrática del Congo ganó 4-3 en penales,República Democrática del Congo,2850
"Jue., 13 de Nov.",Camerún,0 - 1,República Democrática del Congo,2850
"Mar., 14 de Oct.",República Democrática del Congo,1 - 0,Sudan,2850
"Vie., 10 de Oct.",Togo,0 - 1,República Democrática del Congo,2850
"Mar., 9 de Sep.",República Democrática del Congo,2 - 3,Senegal,2850
"Vie., 5 de Sep.",South Sudan,1 - 4,República Democrática del Congo,2850
"Dom., 17 de Ago.",República Democrática del Congo,1 - 3,Marruecos,2850
"Jue., 14 de Ago.",Angola,0 - 2,República Democrática del Congo,2850
"Jue., 7 de Ago.",República Democrática del Congo,2 - 0,Zambia,2850
"Dom., 3 de Ago.",Kenya,1 - 0,República Democrática del Congo,2850
"Dom., 8 de Jun.",República Democrática del Congo,3 - 1,Madagascar,2850
"Jue., 5 de Jun.",República Democrática del Congo,1 - 0,Mali,2850
"Mar., 25 de Mar.",Mauritania,0 - 2,República Democrática del Congo,2850
"Vie., 21 de Mar.",República Democrática del Congo,1 - 0,South Sudan,2850
"Sáb., 28 de Dic.",República Democrática del Congo,3 - 1Vuelta · República Democrática del Congo gana 4-2 en marcador global,Chad,2850
"Sáb., 21 de Dic.",Chad,1 - 1Ida,República Democrática del Congo,2850
"Lun., 8 de Jun.",Países Bajos,2 - 1,Uzbekistán,2570
"Lun., 1 de Jun.",Canadá,2 - 0,Uzbekistán,2570
"Lun., 30 de Mar.",Uzbekistán,0 - 0Uzbekistán ganó 5-4 en penales,Venezuela,2570
"Vie., 27 de Mar.",Uzbekistán,3 - 1,Gabon,2570
"Lun., 26 de Ene.",Uzbekistán,2 - 2,China,2570
"Mar., 18 de Nov.",Uzbekistán,0 - 0Uzbekistán ganó 4-3 en penales,Irán,2570
"Vie., 14 de Nov.",Egipto,0 - 2,Uzbekistán,2570
"Lun., 13 de Oct.",Uzbekistán,1 - 2,Uruguay,2570
"Mar., 10 de Jun.",Uzbekistán,3 - 0,Qatar,2570
"Jue., 5 de Jun.",Emiratos Árabes Unidos,0 - 0,Uzbekistán,2570
"Mar., 25 de Mar.",Irán,2 - 2,Uzbekistán,2570
"Jue., 20 de Mar.",Uzbekistán,1 - 0,Kirguistán,2570
"Mar., 19 de Nov.",Corea del Norte,0 - 1,Uzbekistán,2570
"Jue., 14 de Nov.",Qatar,3 - 2,Uzbekistán,2570
"Mar., 15 de Oct.",Uzbekistán,1 - 0,Emiratos Árabes Unidos,2570
"Jue., 10 de Oct.",Uzbekistán,0 - 0,Irán,2570
"Mar., 10 de Sep.",Kirguistán,2 - 3,Uzbekistán,2570
"Jue., 5 de Sep.",Uzbekistán,1 - 0,Corea del Norte,2570
"Mar., 11 de Jun.",Irán,0 - 0,Uzbekistán,2570
"Jue., 6 de Jun.",Uzbekistán,3 - 1,Turkmenistán,2570
"Mar., 26 de Mar.",Uzbekistán,3 - 0,Hong Kong,2570
"Jue., 21 de Mar.",Hong Kong,0 - 2,Uzbekistán,2570
"Sáb., 3 de Feb.",Qatar,1 - 1Qatar ganó 3-2 en penales,Uzbekistán,2570
"Mar., 30 de Ene.",Uzbekistán,2 - 1,Tailandia,2570
"Mar., 23 de Ene.",Australia,1 - 1,Uzbekistán,2570
"Dom., 7 de Jun.",Colombia,2 - 0,Jordania,208
"Lun., 1 de Jun.",Colombia,3 - 1,Costa Rica,208
"Dom., 29 de Mar.",Colombia,1 - 3,Francia,208
"Jue., 26 de Mar.",Colombia,1 - 2,Croacia,208
"Mar., 18 de Nov.",Colombia,3 - 0,Australia,208
"Sáb., 15 de Nov.",Colombia,2 - 1,Nueva Zelanda,208
"Mar., 14 de Oct.",Colombia,0 - 0,Canadá,208
"Sáb., 11 de Oct.",México,0 - 4,Colombia,208
"Mar., 9 de Sep.",Venezuela,3 - 6,Colombia,208
"Jue., 4 de Sep.",Colombia,3 - 0,Bolívia,208
"Mar., 10 de Jun.",Argentina,1 - 1,Colombia,208
"Vie., 6 de Jun.",Colombia,0 - 0,Perú,208
"Mar., 25 de Mar.",Colombia,2 - 2,Paraguay,208
"Jue., 20 de Mar.",Brasil,2 - 1,Colombia,208
"Mar., 19 de Nov.",Colombia,0 - 1,Ecuador,208
"Vie., 15 de Nov.",Uruguay,3 - 2,Colombia,208
"Mar., 15 de Oct.",Colombia,4 - 0,Chile,208
"Jue., 10 de Oct.",Bolívia,1 - 0,Colombia,208
"Mar., 10 de Sep.",Colombia,2 - 1,Argentina,208
"Vie., 6 de Sep.",Perú,1 - 1,Colombia,208
"Dom., 14 de Jul.",Argentina,1 - 0,Colombia,208
"Mié., 10 de Jul.",Uruguay,0 - 1,Colombia,208
"Sáb., 6 de Jul.",Colombia,5 - 0,Panamá,208
"Mar., 2 de Jul.",Brasil,1 - 1,Colombia,208
"Vie., 28 de Jun.",Colombia,3 - 0,Costa Rica,208
"Mié., 10 de Jun.",Inglaterra,3 - 0,Costa Rica,448
"Sáb., 6 de Jun.",Inglaterra,1 - 0,Nueva Zelanda,448
"Mar., 31 de Mar.",Inglaterra,0 - 1,Japón,448
"Vie., 27 de Mar.",Inglaterra,1 - 1,Uruguay,448
"Dom., 16 de Nov.",Albania,0 - 2,Inglaterra,448
"Jue., 13 de Nov.",Inglaterra,2 - 0,Serbia,448
"Mar., 14 de Oct.",Letonia,0 - 5,Inglaterra,448
"Jue., 9 de Oct.",Inglaterra,3 - 0,Gales,448
"Mar., 9 de Sep.",Serbia,0 - 5,Inglaterra,448
"Sáb., 6 de Sep.",Inglaterra,2 - 0,Andorra,448
"Mar., 10 de Jun.",Inglaterra,1 - 3,Senegal,448
"Sáb., 7 de Jun.",Andorra,0 - 1,Inglaterra,448
"Lun., 24 de Mar.",Inglaterra,3 - 0,Letonia,448
"Vie., 21 de Mar.",Inglaterra,2 - 0,Albania,448
"Dom., 17 de Nov.",Inglaterra,5 - 0,Irlanda,448
"Jue., 14 de Nov.",Grecia,0 - 3,Inglaterra,448
"Dom., 13 de Oct.",Finlandia,1 - 3,Inglaterra,448
"Jue., 10 de Oct.",Inglaterra,1 - 2,Grecia,448
"Mar., 10 de Sep.",Inglaterra,2 - 0,Finlandia,448
"Sáb., 7 de Sep.",Irlanda,0 - 2,Inglaterra,448
"Dom., 14 de Jul.",España,2 - 1,Inglaterra,448
"Mié., 10 de Jul.",Países Bajos,1 - 2,Inglaterra,448
"Sáb., 6 de Jul.",Inglaterra,1 - 1Inglaterra ganó 5-3 en penales,Suiza,448
"Dom., 30 de Jun.",Inglaterra,2 - 1,Eslovaquia,448
"Mar., 25 de Jun.",Inglaterra,0 - 0,Eslovenia,448
"Dom., 7 de Jun.",Croacia,2 - 1,Eslovenia,477
"Mar., 2 de Jun.",Croacia,0 - 2,Bélgica,477
"Mar., 31 de Mar.",Brasil,3 - 1,Croacia,477
"Jue., 26 de Mar.",Colombia,1 - 2,Croacia,477
"Lun., 17 de Nov.",Montenegro,2 - 3,Croacia,477
"Vie., 14 de Nov.",Croacia,3 - 1,Islas Feroe,477
"Dom., 12 de Oct.",Croacia,3 - 0,Gibraltar,477
"Jue., 9 de Oct.",Chequia,0 - 0,Croacia,477
"Lun., 8 de Sep.",Croacia,4 - 0,Montenegro,477
"Vie., 5 de Sep.",Islas Feroe,0 - 1,Croacia,477
"Lun., 9 de Jun.",Croacia,5 - 1,Chequia,477
"Vie., 6 de Jun.",Gibraltar,0 - 7,Croacia,477
"Dom., 23 de Mar.",Francia,2 - 0Vuelta · Empate 2-2 en marcador global · Francia ganó 5-4 en penales,Croacia,477
"Jue., 20 de Mar.",Croacia,2 - 0Ida,Francia,477
"Lun., 18 de Nov.",Croacia,1 - 1,Portugal,477
"Vie., 15 de Nov.",Escocia,1 - 0,Croacia,477
"Mar., 15 de Oct.",Polonia,3 - 3,Croacia,477
"Sáb., 12 de Oct.",Croacia,2 - 1,Escocia,477
"Dom., 8 de Sep.",Croacia,1 - 0,Polonia,477
"Jue., 5 de Sep.",Portugal,2 - 1,Croacia,477
"Lun., 24 de Jun.",Croacia,1 - 1,Italia,477
"Mié., 19 de Jun.",Croacia,2 - 2,Albania,477
"Sáb., 15 de Jun.",España,3 - 0,Croacia,477
"Sáb., 8 de Jun.",Portugal,1 - 2,Croacia,477
"Lun., 3 de Jun.",Croacia,3 - 0,North Macedonia,477
"Mar., 2 de Jun.",Gales,1 - 1,Ghana,4469
"Vie., 22 de May.",México,2 - 0,Ghana,4469
"Lun., 30 de Mar.",Alemania,2 - 1,Ghana,4469
"Vie., 27 de Mar.",Austria,5 - 1,Ghana,4469
"Mar., 18 de Nov.",Corea del Sur,1 - 0,Ghana,4469
"Vie., 14 de Nov.",Japón,2 - 0,Ghana,4469
"Dom., 12 de Oct.",Ghana,1 - 0,Comoros,4469
"Mié., 8 de Oct.",República Centroafricana,0 - 5,Ghana,4469
"Lun., 8 de Sep.",Ghana,1 - 0,Mali,4469
"Jue., 4 de Sep.",Chad,1 - 1,Ghana,4469
"Sáb., 31 de May.",Trinidad y Tobago,0 - 4,Ghana,4469
"Mié., 28 de May.",Ghana,1 - 2,Nigeria,4469
"Lun., 24 de Mar.",Madagascar,0 - 3,Ghana,4469
"Vie., 21 de Mar.",Ghana,5 - 0,Chad,4469
"Sáb., 28 de Dic.",Nigeria,3 - 1Vuelta · Nigeria gana 3-1 en marcador global,Ghana,4469
"Dom., 22 de Dic.",Ghana,0 - 0Ida,Nigeria,4469
"Lun., 18 de Nov.",Ghana,1 - 2,Niger,4469
"Vie., 15 de Nov.",Angola,1 - 1,Ghana,4469
"Mar., 15 de Oct.",Sudan,2 - 0,Ghana,4469
"Jue., 10 de Oct.",Ghana,0 - 0,Sudan,4469
"Lun., 9 de Sep.",Niger,1 - 1,Ghana,4469
"Jue., 5 de Sep.",Ghana,0 - 1,Angola,4469
"Lun., 10 de Jun.",Ghana,4 - 3,República Centroafricana,4469
"Jue., 6 de Jun.",Mali,1 - 2,Ghana,4469
"Mar., 26 de Mar.",Uganda,2 - 2,Ghana,4469
"Sáb., 6 de Jun.",Panamá,1 - 1,Bosnia y Herzegovina,2659
"Mié., 3 de Jun.",Panamá,4 - 2,República Dominicana,2659
"Dom., 31 de May.",Brasil,6 - 2,Panamá,2659
"Mar., 31 de Mar.",Sudáfrica,1 - 2,Panamá,2659
"Vie., 27 de Mar.",Sudáfrica,1 - 1,Panamá,2659
"Jue., 22 de Ene.",Panamá,0 - 1,México,2659
"Dom., 18 de Ene.",Bolívia,1 - 1,Panamá,2659
"Mar., 18 de Nov.",Panamá,3 - 0,El Salvador,2659
"Jue., 13 de Nov.",Guatemala,2 - 3,Panamá,2659
"Mar., 14 de Oct.",Panamá,1 - 1,Suriname,2659
"Vie., 10 de Oct.",El Salvador,0 - 1,Panamá,2659
"Lun., 8 de Sep.",Panamá,1 - 1,Guatemala,2659
"Jue., 4 de Sep.",Suriname,0 - 0,Panamá,2659
"Sáb., 28 de Jun.",Panamá,1 - 1Honduras ganó 5-4 en penales,Honduras,2659
"Mar., 24 de Jun.",Panamá,4 - 1,Jamaica,2659
"Vie., 20 de Jun.",Guatemala,0 - 1,Panamá,2659
"Lun., 16 de Jun.",Panamá,5 - 2,Guadeloupe,2659
"Mar., 10 de Jun.",Panamá,3 - 0,Nicaragua,2659
"Sáb., 7 de Jun.",Belize,0 - 2,Panamá,2659
"Dom., 23 de Mar.",México,2 - 1,Panamá,2659
"Jue., 20 de Mar.",Estados Unidos,0 - 1,Panamá,2659
"Sáb., 8 de Feb.",Chile,6 - 1,Panamá,2659
"Lun., 18 de Nov.",Panamá,2 - 2Vuelta · Panamá gana 3-2 en marcador global,Costa Rica,2659
"Jue., 14 de Nov.",Costa Rica,0 - 1Ida,Panamá,2659
"Mar., 15 de Oct.",Canadá,2 - 1,Panamá,2659
